"conno","clssc_nm","entrp_nm","cont","unmrg_yr","undrt_ntn_nm","undrt_entrp_itm_nm","sell_ntn_nm","sell_entrp_nm","sell_entrp_itm_nm","unmrg_amt_val","unmrg_prps_cont","spftr_cont","rmrk","opert_sctin_cd","data_crtin_dt","cntct_prces_stts_cd","cntct_prces_dt"
"435",해외-해외(Out-Out),다우 케미칼,"<p>합병과 구조조정을 통해 실적압박을 돌파하고 새 성장 동력을 찾고자 이번 합병을 진행하였다고 밝혔다. 두회사의 최고경영자는 공동 성명을 통해 양회사가 다우듀폰이라는 회사로 통합하기로 합의했고 100% 주식을 맞교환하는 방식을 통해서 진행할 것이라고 밝혔다. 이후 합병 계약에 따라 다우 주주들은 다우 주식 1주당 다우듀폰 주식1주를, 듀폰 주주들은 듀폰 주식 1주당 다우듀폰 주식1.282주를 받았다.<br></p>","2015",미국,화학,미국,듀폰,듀폰,"1300억달러",성장동력을 위한 M&A,"","",I,"20210119",S,"20231014"
"827",국내-국내(In-In),녹십자헬스케어,"<p>유비케어 최대주주 변경</p><p><br></p><p>1. 계약체결일자 : 2020년 02월 07일</p><p>2. 총양수도대금 : 208,864,378,000원</p><p>3. 계약당사자</p><p>&nbsp; &nbsp;가.양도인</p><p>&nbsp; &nbsp; &nbsp;-유니머스홀딩스 유한회사(17,714,411주)</p><p>&nbsp; &nbsp; &nbsp;-주식회사 카카오인베스트먼트 (9,460,732주)</p><p>&nbsp; &nbsp; &nbsp;-이상경(131,578주)</p><p>&nbsp; &nbsp; &nbsp;-김준철(43,859주)</p><p>&nbsp; &nbsp; &nbsp;-최준민(43,859주)</p><p>&nbsp; &nbsp; &nbsp;-백성환(21,929주)</p><p>&nbsp; &nbsp; &nbsp;-이동대(21,929주)</p><p>&nbsp; &nbsp; &nbsp;-김석진(21,929주)</p><p>&nbsp; &nbsp; &nbsp;-권태훈(21,929주)</p><p>&nbsp; 나.양수인 : (주)녹십자헬스케어</p>","2020","","건강관리,질병관리","",유니머스홀딩스,유니머스홀딩스,"2088",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"757",국내-국내(In-In),하이쎌,"<p>1. 회사의 경영에 미치는 영향</p><p>가. 본 보고서 제출일 현재 합병법인인 하이쎌(주)의 최대주주는 보통주 기준 8.39%의 지분을 소유한 문양근이며, 특수관계인 지분 포함 시 17.31%입니다. 피합병법인인 (주)리치커뮤니케이션즈의 최대주주는 보통주 기준 55.19%의 지분을 소유한 문양근이며, 특수관계인 지분 포함 시 82.41%입니다.</p><p>나. 본 합병 완료 시 합병법인의 최대주주 변경은 없으며, 합병법인인 하이쎌(주)는 존속하고 피합병법인인 (주)리치커뮤니케이션즈는 해산할 예정입니다.</p><p><br></p><p>2.&nbsp; 회사의 재무 및 영업에 미치는 영향</p><p>하이쎌(주)와 (주)리치커뮤니케이션즈는 본 합병을 통해 사업다각화 등을 통한 시너지 효과를 거두어 대내외적으로 경쟁력 강화, 경영효율성 증대로 주주가치의 극대화를 실현하기 위하여 합병하고자 합니다. 이에 본 합병의 효과는 궁극적으로 합병 당사회사의 재무 및 영업에 긍정적인 영향을 줄 수 있을 것으로 판단됩니다.</p>","2016","",데이터베이스 및 온라인정보 제공,"",리치커뮤니케이션즈,리치커뮤니케이션즈,"873",사업 다각화를 통한 수익성 강화로 경쟁력을 확보하여 궁극적으로 기업가치 및 주주이익을 제고,"","",I,"20210119",S,"20231014"
"669",국내-국내(In-In),파워넷 및 옴니텔,"<p>아이즈비전의 최대주주인 이통형 외 7인과 (주)파워넷 및 (주)옴니텔은 당사의 최대주주 및 특수관계인(이통형 외7인)이 보유한 (주)아이즈비전의 보통주식 4,847,034주(약 30.73%) 및 경영권을 양도하는 계약 체결합니다.<br></p>","2019","",전자부품,"",이통형 외 7인,이통형 외 7인,"620",경영참여,"","",I,"20210119",S,"20231014"
"21",국내-해외(In-Out),이랜드,"<p>이랜드 그룹이 2006년 한국까르푸를 1조7천5백억원을 유로화를 지불하는 조건으로 인수하였다.</p><p>인수자금은 이랜드그룹 계열사인 뉴코아가 2천억원, 이랜드월드가 1천억원을 내놓고 나머지 1초4천5백언원은 우리은행과 국민은행, 한국개발금융 등이 컨소시엄을 이뤄 조달하였고, 이랜드는 전체 지분의 50%와 경영권을 갖게되었다. 이번 인수조건으로 이랜드는 100% 고용승께, 노조활동 보장, 인수자금 유로화 지급, 채무채권 문제 등 까르푸가 요구한 것을 모두 수용하였다. 이번 인수를 통해 이랜드는 업계 3위로 도약하는 등 성공적인 M&amp;A였다고 평가받는다</p>","2006",한국,종합도매,프랑스,까르푸,까르푸,"17,500",한국시장 철수,"","",I,"20210119",S,"20231014"
"486",해외-해외(Out-Out),오라클,"<p>모아트는 온라인 광고의 측정과 추적을 지원하는 기업으로 페이스북과 스냅챗, 네슬레, 프록터앤갬블(P&amp;G) 등을 고객으로 확보하고 있다.</p><p>각 영역별로 서비스형 소프트웨어(SaaS)를 강화하고 있는 오라클은 이번 인수를 통해 고객 경험(CX) 분야로 포트폴리오를 확장에 성공했다.</p>","2017",미국,소프트웨어,미국,모아트,모아트,"","","","",I,"20210119",S,"20231014"
"259",국내-국내(In-In),와이오엠,"<p>(1)회사의 경영에 미치는 효과</p><p>본 보고서 제출일 현재 주식회사 대성케미칼의 최대주주는 주식회사 와이오엠이며, 존속법인인 주식회사 와이오엠은 소멸법인인 주식회사 대성케미칼의 지분 100.0%를 보유하고 있습니다. 본 합병완료시 주식회사 와이오엠은 존속회사로 남게되며, 주식회사 대성케미칼은 합병완료후 소멸 될 예정입니다.</p><p><br></p><p>(2)회사의 재무 및 영업에 미치는 영향</p><p>본 합병을 통하여 합병법인인 주식회사 와이오엠은 피합병법인 주식회사 대성케미칼을 흡수 합병하여 사업부 통합과성장동력 확보 및 사업경쟁력 강화를 통한 인적물적 자원의 효율적 사용으로 경영효율성 증대 효과가 예상됩니다.</p>","2016","",화학제품,"",대성케미칼,대성케미칼,"",사업의 성장동력 확보 및 경영효율성 증대로 기업가치를 제고,"","",I,"20210119",S,"20231014"
"424",해외-해외(Out-Out),구글,"<p>구글은 미국 인공위성 벤처기업 스카이박스 이미징(Skybox Imaging)을 5억 달러에 인수하는 것에 양사가 합의했다고 발표했다. 구글은 이번 인수 목적에 대해 “스카이박스 위성의 최신 사진을 통해서 구글 맵의 정확도를 유지하는데 기여할 수 있다. 또한 스카이박스와 구글이 오랫동안 관심을 갖고 성장 시켜온 분야인 인터넷 접속과 재해 구조 기술이 향상되기를 바란다.”고 설명했다.</p><p>&nbsp;이번 인수의 직접적인 이점으로 구글 맵이나 구글 어스의 서비스의 향상이 기대된다. 또한, 구글이 이미 인수한 성층권 비행기 벤처기업인 타이탄 에어로스페이스(Titan Aerospace)와 기구를 띄워 오지에서도 인터넷 접속을 지원하는 프로젝트 룬(Project Loon) 등 지구 전역에서 고속 인터넷을 접속시키는데 기여하게 된다.&nbsp;</p><p>&nbsp;한편 스카이박스는 인수 발표에서 “본사는 세계 최소 고해상도 사진 위성을 자체 개발하고 발사하고 있다. 스카이박스만의 방식으로 위성사진이나 위성영상을 매일 수집할 수 있어 서플라이 체인 보호를 위한 해양 감시, 환경 및 인도 지원 활동 감시, 산업 공장 가동 감시 등의 용도에 사용할 수 있다.”고 주장했다.</p>","2014",미국,인터넷 검색서비스,미국,스카이박스,스카이박스,"5억달러","","","",I,"20210119",S,"20231014"
"93",해외-해외(Out-Out),도이체포스트,"<p>유럽 최대의 우편.화물업체인 독일의 도이체포스트(DP)가 미국 특송업체 에어본을 인수하는 등 국제 우편.화물운송업계의 강자로 발돋움하기 위한 공격적 경영을 확대하고 있었다.</p><p>DP는 자회사 특송화물업체 DHL이 미국 시애틀 소재의 경쟁기업 에어본을 10억5천만달러에 인수해 합병키로 했다고 발표했다.&nbsp;<br></p><p>양사는 DHL이 항공화물 부문을 제외한 에어본의 주식을 주당 21.25달러에 매입한다는데 합의했으며, 오는 여름 까지 양사 주총과 공정거래당국의 승인을 받아 인수.합병을 마무리지을 것이라고 DP는 밝혔다. .&nbsp;<br></p><p>민영화를 진행 중인 DP는 독일 내수시장의 한계를 벗어나기 위해 DHL을 인수한데 이어 지난해 말에는 영국과 일본의 우편 및 특송화물시장에도 진출했다.<br></p><p>한편 에어본은 항공운송분야에서 FE와 UPS에 밀리자 트럭을 이용한 육상운송에 치중해왔으며 미국 야간 화물운송시장의 19%를 점유하고 있다.&nbsp;<br></p>","2003",독일,"우편, 화물",미국,에어본,에어본,"10억5,000만달",자국 내수시장 탈피,"","",I,"20210119",S,"20231014"
"503",국내-국내(In-In),대림비앤코,"<p>합병 결정일 현재 합병회사인 대림비앤코㈜가 피합병회사인 대림케어㈜의 발행주식을 100% 보유하고 있으며, 합병 신주를 발행하지 않는 무증자 합병으로 진행함. 따라서 최대주주 변경 또는 수권자본의 변동은 없으며 완전모자회사간 합병을 통해 시너지 창출 및 경영효율성 증대가 예상됨. 합병 완료시 대림비앤코㈜는 존속회사로써 남아 있고, 대림케어㈜는 소멸회사로써 합병 후 해산할 예정<br></p>","2018","",위생용 및 산업용 도자기 제조,"",대림케어,대림케어,"",완전자회사의 흡수합병을 통한 시너지 창출 및 경영 효율화,"","",I,"20210119",S,"20231014"
"726",국내-국내(In-In),에스지이,<p>본 합병 완료 시 최대주주의 변경 등 경영에 미치는 사항은 없으나 합병을 통한 경영효율성 증대로 인해 재무구조 개선 및 영업 실적 증가 등 효과가 있을 것으로 판단됨.<br></p>,"2019","",아스콘,"",경인아스콘,경인아스콘,"",기업경쟁력 강화 및 비용절감,"","",I,"20210119",S,"20231014"
"770",국내-국내(In-In),다우인큐브,"<p>1) 회사의 경영에 미치는 효과</p><p>최초 보고서 제출일인 2017년 10월 18일 현재, (주)다우인큐브는 (주)봄코믹스의 지분 100%를 보유하고 있습니다. 존속회사와 소멸회사는 합병비율은 1:0.0000000이므로 본 합병으로 인하여 (주)다우인큐브가 발행할 신주는 없습니다. 따라서 본 합병 완료 후 (주)다우인큐브는 그대로 존속하고 최대주주도 변경되지 아니합니다.</p><p><br></p><p>2) 회사의 재무 및 영업에 미치는 영향</p><p>합병회사인 (주)다우인큐브는 피합병회사인 (주)봄코믹스를 계열회사로 유지함에 따른 불필요한 자원낭비를 줄일 수 있게 되고, 궁극적으로는 회사의 재무에 긍정적인 영향을 줄 것으로 예상됩니다. 또한 합병으로 인한 웹툰 플랫폼과 소설 콘텐츠의 융합으로 인한 사업 시너지 창출 및 사업 다각화로 인한 경쟁력 강화를 실현하여 지속적으로 성장하기 위한 발판을 마련하게 될 것으로 기대합니다.</p>","2017","",인터넷 정보매개 서비스업,"",봄코믹스,봄코믹스,"",웹툰 플랫폼과 소설 콘텐츠의 융합으로 인한 사업 시너지 창출 및 사업 다각화로 인한 경쟁력 강화,"","",I,"20210119",S,"20231014"
"233",국내-국내(In-In),우신시스템,"<p>1) 회사의 경영에 미치는 효과</p><p>보고서 제출일 현재 (주)우신시스템(이하,합병회사)은 (주)일광(이하,피합병회사) 발행주식 총수를 100% 보유하고 있습니다.</p><p>합병회사와 피합병회사는 합병비율이 1:0으로 흡수합병이며 본 합병을 함에 있어 신주를 발행하지 않습니다.</p><p><br></p><p>2) 회사의 재무 및 영업에 미치는 영향</p><p>합병회사와 피합병회사의 합병으로 사업경쟁력 강화, 인적·물적자원의 효율적 사용으로 시너지 창출 및 재무안정성 확보 등 경영효율성 증대가 예상됩니다.</p>","2016","",자동차 차체 자동용접,"",일광,일광,"","마케팅 시너지 창출, 경영 효율성 증대를 통한 경쟁력 강화 및 기업가치 제고","","",I,"20210119",S,"20231014"
"602",국내-국내(In-In),시큐브,"<p>(주)시큐브는 (주)디펜시큐의 발행주식을 100% 보유하고 있으며, 합병 신주를 발행하지 않는 무증자 합병으로 진행함. 따라서 본 합병 완료 시 (주)시큐브가 존속회사로 남고, (주)디펜시큐는 소멸함.&nbsp;&nbsp;<br></p>","2018","",응용 소프트웨어 개발 및 공급업,"",디펜시큐,디펜시큐,"",기술개발 시너지 효과 창출 및 사업 경쟁력 강화,"","",I,"20210119",S,"20231014"
"95",해외-해외(Out-Out),레노버,"<p>중국 최대의 컴퓨터 업체인 레노보 그룹이 IBM의 PC사업을 인수해 단숨에 세계 빅3 업체로 부상했다. 현금 6억5천만 달러, 주식 6억 달러를 주고 부채 5억 달러를 떠안는 조건으로 총 인수 금액은 17억 5천만 달러이다. 이로써 IBM은 레노보의 지분 18.9%를 갖게 되었다.</p><p>이번 거래는 세계적인 컴퓨터 업체로 도약을 꿈꿔온 레노보와 서버, 스트리지 등 고수익 사업에 집중하려는 IBM의 이해관계가 맞아떨어져 성사된 것으로 분석된다. 또한 레노보는 이번 인수로 매출액이 지금의 4배로 늘어날 것이라고 기대감을 표출했다.</p>","2004",중국,전자제품,미국,IBM,IBM,"17,5억달러",시장 확대,"","",I,"20210119",S,"20231014"
"333",국내-국내(In-In),유진에이씨피씨기업인수목적2호,"<p>유니맥스정보시스템(주)는 합병을 통해 유진에이씨피씨기업인수목적2호(주)가 보유한 예치금을 투자에 활용하는 것은 물론 코스닥시장에 상장하는 효과를 누리게 되며 이러한 과정에서 언론 및 투자자에게 많은 노출의 기회를 가질 수 있습니다. 또한, 투자금의 유입으로 제고되는 재무구조를 활용하여 보다 낮은 금리로 시장에서 자금을 조달할 수 있으며 코스닥시장 상장사로서 기관투자자, 애널리스트 등은 물론 개인투자자로부터 관심을 받게 되어 직원의 자긍심을 고취하고 사업 확장 및 대외 인지도 향상에 큰 효과를 거둘 수 있을 것으로 판단됩니다.<br></p>","2017","",기업인수,"",유니맥스정보시스템,유니맥스정보시스템,"253","(1) 지속적 성장을 위한 투자 재원 확보
(2) 브랜드 가치 제고
(3) 우수인력 확보
(4) 고객 및 주주 가치 증대
(5) 종업원의 애사심 고취","","",I,"20210119",S,"20231014"
"678",국내-국내(In-In),동서,"<p>(1)회사의 경영에 미치는 효과</p><p>- 주요사항보고서 제출일 현재 주식회사 동서는 주식회사 성제개발의 지분을100% 보유하고 있다.&nbsp;</p><p>- 본 합병 완료 시 주식회사 동서는 존속회사로 계속 남아있게 되며, 주식회사 성제개발은 합병 후 소멸하게 된다.</p><p>- 합병법인은 본 합병을 함에 있어 신주를 발행하지 않는다.&nbsp;</p><p>- 본 합병 완료시, 합병법인의 최대주주 변경은 없다.</p><p><br></p><p>(2) 회사의 재무 및 영업에 미치는 영향</p><p>- 본 합병을 통해 비용절감 및 시너지를 극대화하여 기업가치를 높일 수 있을 것으로 예상되며, 양사 간 합병은 궁극적으로 주주가치를 제고하고 회사의 재무에 긍정적인 영향을 미칠 것으로 판단됨.</p>","2019","",식자재 유통,"",성제개발,성제개발,"",완전자회사의 흡수합병을 통한 경영효율성 제고,"","",I,"20210119",S,"20231014"
"133",국내-국내(In-In),NHN,"<p>NHN은 2008년12월22일 유·무선 연동 마이크로블로그 서비스 ‘미투데이‘를 인수한다. 인수 금액은 22억4천만원으로, 구주 100% 전체를 인수한다<br></p>","2008","",인터넷 정보매개 서비스,"",미투데이,미투데이,"22",모바일 SNS 서비스 특화,"","",I,"20210119",S,"20231014"
"217",국내-국내(In-In),삼천리자전거,<p>삼천리 자전거는 사업다각화룰 위해 쁘레베베의 지분 37.97%(3만600주)를 취득하였다.<br></p>,"2016","",자전거 제조 및 유통,"",쁘레베베,쁘레베베,"61.2",사업다각화,지분 37.97%,"",I,"20210119",S,"20231014"
"175",국내-국내(In-In),케이비제4호기업인수목적,<p>모바일게임 액션스퀘어를 인수함</p>,"2015","",기업인수,"",액션스퀘어,액션스퀘어,"2425","재무적 안정성 제고, 국제신인도 강화, 기업경쟁력 강화, 자금조달능력을 증대하기 위함","","",I,"20210119",S,"20231014"
"686",국내-국내(In-In),에스디생명공학,"<p>(1) 회사의 경영에 미치는 효과&nbsp;</p><p>합병 완료시 주식회사 에스디생명공학은 존속회사로 계속 남아 있게 되며,&nbsp; 피합병법인 주식회사 알파비앤에이치는 합병 후 해산하게 됨. 합병법인 주식회사 에스디생명공학은 본 합병을 함에 있어 신주를 발행하지 않으며,&nbsp; 본 합병 완료 후 주식회사 에스디생명공학의 최대주주 변경은 없음.</p><p><br></p><p>(2) 회사의 재무 및 영업에 미치는 영향&nbsp;</p><p>본 합병으로 당사는 경영자원 통합을 통한 경영효율성 증대와 재무적 시너지를 창출할 수 있을 뿐만 아니라, 사업영역 확대를 통한 매출 구조의 다변화로 기업경쟁력을 강화하고 글로벌 뷰티 앤 헬스 회사로 도약하는 기회가 될 것으로 예상합니다.&nbsp;&nbsp;</p>","2019","",화장품 연구개발,"",알파비앤에이치,알파비앤에이치,"",경영효율성 증대와 재무적 시너지 효과 창출,"","",I,"20210119",S,"20231014"
"571",해외-해외(Out-Out),DIC,"<p>글로벌 화학기업 바스프는 자사의 글로벌 안료사업 부문을 일본 정밀화학업체인 디아이씨(DIC)에 매각하기로 합의했다.&nbsp;</p><p>매각 규모는 현금으로 11억5천만원 유로)로 관할당국의 최종 허가에 따라 2020년 4분기에 매각이 완료될 것으로 예측된다. 매각 후에는 디아이씨의 컬러 및 디스플레이 사업부에 포함될 예정이다.&nbsp;</p><p>디아이씨 회장이자 CEO인 카오루 이노(Kaoru Ino)는 “디아이씨는 2025년까지 약 80억 유로(한화 약 10조7천억원)의 매출 달성을 목표로 하고 있다” 라며, “바스프의 안료사업 포트폴리오 인수는 중요한 전략적 투자의 일환으로 이를 통해 글로벌 안료 공급사로서의 입지를 강화하고 고객에게 보다 다양한 솔루션을 제공할 수 있게 될 것”이라고 설명했다.&nbsp;<br></p>","2019",일본,정밀화학,독일,바스프,바스프,"11억5000만유로",사업 확장,"","",I,"20210119",S,"20231014"
"454",해외-해외(Out-Out),일본 소프트뱅크,<p>일본 소프트뱅크가 영국 스마트폰 칩 개발업체인 ARM홀딩스를 인수한다. 브렉시트(영국의 유럽연합 탈퇴)로 파운드화가 약세를 보이면서 인수가격이 낮아지자 먹잇감을 문 것이다.</p><p>소프트뱅크는 ARM홀딩스를 234억파운드(약 35조1618억원) 규모에 인수키로 합의했다.</p><p>ARM홀딩스의 기술은 1980년대 영국 컴퓨터 제조업체인 에이콘컴퓨터가 개발했다. 이후 ARM홀딩스로 분사했으며 애플로부터 지원을 받아 본격적으로 모바일 기기용 칩을 만들기 시작했다. 애플이 개발한 휴대용 단말기(PDA)인 뉴튼 등 1세대 모바일 기기에 ARM홀딩스의 기술이 담겼다.</p>,"2016",일본,금융,영국,영국ARM홀딩스,영국ARM홀딩스,"""234억파운드","","","",I,"20210119",S,"20231014"
"393",해외-해외(Out-Out),화이자,"<span style=""color: rgb(0, 0, 0);"">﻿</span>화이자는 주당 50.19달러, 총 680억달러의 현금 및 주식 거래를 통해 와이어스를 인수했다고 발표했다. 이번 합병 계약에 따라 현재 남아 있는 와이어스 보통주는 현금 33달러와 화이자 보통주 0.985주를 받을 수 있는 권리로 전환된다. 거래 대금은 현금·부채·주식을 통해 마련되며 은행권 컨소시엄이 총 225억 달러를 대출할 예정이다. 이번 합병과 관련, 화이자 이사회측은 2009년 2분기에 지급되는 배당금에 대해 다른 업체들과 경쟁력을 유지하는 선에서 주당 0.16달러로 분기 배당금을 낮추기로 결정했다.","2009",미국,제약,미국,와이어스,와이어스,"680억달러",신약개발,"","",I,"20210119",S,"20231014"
"830",국내-국내(In-In),블루윈밸류업조합,"<p>ITX엠투엠의 최대주주 변경</p><p><br></p><p>1)양도인 : 박상열(1,600,000주)</p><p>2)양수인 : 블루윈밸류업조합(1,600,000주)</p>","2020","",변경 예정 최대주주,"",박상열,박상열,"70",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"441",해외-해외(Out-Out),파나소닉,"<p>일본 전자기업 파나소닉이 미국 산업용 냉장고 제조업체 허스만을 인수한다.</p><p>파나소닉은 사모투자회사 클레이튼더빌리어앤드라이스(CD&amp;R)이 보유한 허스만의 지분을 인수하며, 인수액은 2000억엔에 이를 전망이다.</p><p>가전회사인 파나소닉은 최근 스마트폰과 텔레비전에서 벗어나 수익성이 높은 자동차와 첨단기술 분야로 영역을 넓히고 있다.</p>","2015",일본,전자기기,미국,허스만,허스만,"2000억엔",사업확장,"","",I,"20210119",S,"20231014"
"891",해외-해외(Out-Out),버라이즌,"<p><span style=""font-size: 11pt;"">미국 이동통신사 버라이즌이 알뜰폰 회사인 트랙폰(Tracfone)을 약 62억달러(7조3000억원)에 인수했다. 외신은 이번 거래를 계기로 버라이즌이 선불폰 시장으로 가입자 저변을 다각화하게 될 것이라는 전망을 내놓는다.</span></p><p><span style=""font-size: 11pt;"">버라이즌은 그간 가입자 이탈율이 적고 마진이 높은 후불 서비스에 집중해왔다. 경쟁사인 AT&amp;T는 1800만명, T모바일은 2100만명의 선불 가입자를 확보한 것과 대비되는 행보를 보였다.</span></p>","2020",미국,통신사,미국,트랙폰,트랙폰,"62.5억달러","4G를 포함해 5G 서비스 가입자 저변을 저렴한 선불폰으로 넓히고자 진행","","",I,"20211222",S,"20231014"
"668",국내-국내(In-In),아이에스동서,"<p>인선이엔티의 최대주주인 아이에스앰버제일호 유한회사 및 그 특별관계자인 이앤에프앰버 유한회사(이하 ""매도인들"")는 매도인들이 보유하고 있는 당사 보통주식 8,771,668주(총 발행주식의 23.83%)를 아이에스동서 주식회사에게 양도하는 주식매매계약을 체결.<br></p>","2019","",건축 및 주택건설사업,"",아이에스앰버제일호,아이에스앰버제일호,"100",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"539",해외-해외(Out-Out),마이크로소프트,"<p>MS는 모바일 및 클라우드부분의 취약점을 확보하고자 오픈소스 사이트인 깃허브를 인수하였다. 이번 인수를 통해 추후 개발자들의 동향을 빠르게 파악하고 그에 맞춰 대응할 것으로 여겨진다. 15년 깃허브는 20억달러의 기업가치평가를 받은적이 있고, 이번 인수는 잠재력을 높이평가해 75억달러로 인수가 성사되었다.<br></p>","2018",미국,소프트웨어,미국,깃허브,깃허브,"75억달러",기술확보,"","",I,"20210119",S,"20231014"
"534",해외-해외(Out-Out),Coca-Cola,"<p>Coca-Cola는 칠레의 라벨링 법에 대응해 75개의 상품 중 32개 상품의 설탕 함유량을 50%에서 100%까지 줄여 다이어트 라인 상품과 무설탕 라인의 상품을 생산하기 시작했다. 또한 천연과일 음료 분야로 사업을 확장하기 위해 올해 10월 초 Guallarauco 인수를 결정했다.</p><p>Guallarauco는 아열대 과일을 생산하는 칠레 업체이며 현재 보존식품 및 100% 천연주스, 슈퍼과일주스, 아이스크림 등을 판매하는 기업으로 현지 소비자들에게 신선하고 좋은 품질의 제품을 생산하는 브랜드로 인식되고 있는 업체이다.</p>","2018",미국,식품,칠레,Guallarauco,Guallarauco,"",사업확장,"","",I,"20210119",S,"20231014"
"256",국내-국내(In-In),신한제2호기업인수목적,"<p>2016년 8월 30일 이사회 결의일 현재 신한제2호기업인수목적㈜의 최대주주는 ㈜에이씨피씨, ㈜드림시큐리티의 최대주주는 범진규 대표이사로 지분율은 각각 8.65%, 60.29%입니다. 합병 완료 시의 최대주주는 ㈜드림시큐리티의 최대주주인 범진규 대표이사이며, 예상 지분율은 50.62%입니다. 합병 후 최대주주 및 특수관계인 10인의 지분율은 55.40%로 예상되므로, 합병 후 ㈜드림시큐리티의 안정적인 경영권 확보에는 문제가 없을 것으로 판단됩니다.</p><p>신한제2호기업인수목적㈜는 다른 기업과의 합병만을 유일한 목적으로 하는 회사로서 합병 후에는 ㈜드림시큐리티의 주요 사업인 시스템 소프트웨어 개발 및 공급업을 주요 사업으로 할 것입니다. 따라서 신한제2호기업인수목적㈜의 설립 및 코스닥시장 공모 시에 모집된 자금은 ㈜드림시큐리티의 사업 확장, 연구개발 및 설비투자 등에 있어 안정적인 재원으로 쓰일 예정입니다.</p>","2016","",기업인수,"",드림시큐리티,드림시큐리티,"576","합병 시 유입자금을 활용한 재무적 안정성 제고, 기업 신용도 및 이미지 제고를 통한 매출 증대","","",I,"20210119",S,"20231014"
"6",국내-해외(In-Out),삼미종합특수강,"<p>삼미그룹의 이번 인수는 우리나라 기업이 단독출자로 해외기업을 인수한 것 중 최대규모이다.</p><p>이번 인수로 삼미는 북미지역에 진출할 거점을 마련함과 동시에 한국특수강의 기술을 세계수준으로 높이는 계리를 마련하였고, 세계최대규모인 150만톤의 특수강 생산능력을 갖게되었다.</p>","1989",한국,철강,캐나다,아틀라스,아틀라스,"1,400",북미시장 진출,"","",I,"20210119",S,"20231014"
"711",국내-국내(In-In),롯데케미칼,"<p>롯데케미칼은 롯데첨단소재의 발행주식을 100% 소유하고 있으며, 합병 신주를 발행하지 않는 무증자합병으로 진행하므로 본 합병이 존속회사인 롯데케미칼의 경영, 재무, 영업에 유의적 영향을 미치지는 않을 것이나, 완전자회사 합병을 통한 경영효율성 증대가 기대됨.</p><p>본 합병 완료시 롯데케미칼은 존속회사로 남아있고 롯데첨단소재는 합병 후 해산하게 되며 본 합병은 신주를 발행하지 않는 무증자합병으로 본 합병 완료후 롯데케미칼의 주주 변경은 없음.</p>","2019","",기초 화학물질 제조,"",롯데첨단소재,롯데첨단소재,"",화학산업 경쟁력을 강화함을 목적으로 함,"","",I,"20210119",S,"20231014"
"856",국내-국내(In-In),굿센,"<p>보통주 193,000주를 주식회사 콤텍정보통신(이하 양수인)에게 양도<br></p>","2020","",컴퓨터시스템 통합 자문,"",소프트아이텍,소프트아이텍,"18",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"17",국내-해외(In-Out),상하이기차,"<p>IMF이후 자금난에 시달린 쌍용자동차가 2004년 중국 상하이 기차와 주당 1만원에 48.9%를 매입하는 MOU를 체결한 이후 총 대금 5900억원에 매각을 진행하였다.</p><p>인수조건으로 상하이기차는 국내의 쌍용자동차공장을 그대로 유지하고 소진관 쌍용차 사장을 비롯한 경영진과 직원의 고용은 물론 노사 간 임단협도 그대로 승계키로 하였지만 후일 이 조약을 일방적으로 무시 정리 해고 및 공장 폐쇄를 하여 이른바 먹튀 논란에 휩싸였었다.</p><p>매각 당시 주당 1만원은 현 주가7300원을 웃도는 데다 예전 란싱 그룹이 제시했던 가격과도 큰 차이가 없어 비교적 좋은 조건이었다고 평가되었으나, 이후 상하이기차의 행보로 인해 소위 먹튀 당하였다는 평가가 지배적이다.</p>","2004",중국,"운송, 자동차",한국,쌍용자동차,쌍용자동차,"5,900",경영악화로 인한 쌍용자동차 매각,"","",I,"20210119",S,"20231014"
"164",국내-국내(In-In),메리츠종합금융증권,<p>메리츠종합금융증권㈜ 보통주식 : 아이엠투자증권㈜ 보통주식 = 1 : 1.5184534</p><p><br></p>,"2014","",증권,"",아이엠투자증권,아이엠투자증권,"",수익 다각화 및 Investment Banking 사업 등 기업금융역량 강화,"","",I,"20210119",S,"20231014"
"352",국내-국내(In-In),대우전자부품,"<p>① 손자회사인 Suzhou A&amp;T Technology Co.,Ltd를 직접 자회사로 두어 향후 중국동풍실업과의</p><p>&nbsp; &nbsp; 합작법인 관리효율성 제고</p><p>② 완전자회사의 흡수합병을 통한 경영효율성 제고</p>","2017","",자동차용 신품 전기장치,"",대우전장,대우전장,"",관리효율성 제고,"","",I,"20210119",S,"20231014"
